,Availability,region,year,policy,agg.land,value
65144,0 percent,Global,2080,CORE,Grassland,50136.52768
65145,10 percent,Global,2080,CORE,Grassland,47773.70519
65146,100 percent,Global,2080,CORE,Grassland,44350.746
65147,20 percent,Global,2080,CORE,Grassland,46656.67533
65148,30 percent,Global,2080,CORE,Grassland,45970.53554
65149,40 percent,Global,2080,CORE,Grassland,45509.85775
65150,50 percent,Global,2080,CORE,Grassland,45178.13246
65151,60 percent,Global,2080,CORE,Grassland,44929.64262
65152,70 percent,Global,2080,CORE,Grassland,44737.27779
65153,80 percent,Global,2080,CORE,Grassland,44583.65542
65154,90 percent,Global,2080,CORE,Grassland,44456.96725
65155,High Availability,Global,2080,CORE,Grassland,44550.28426
65156,Low Availability,Global,2080,CORE,Grassland,44580.28922
65157,0 percent,Global,2085,CORE,Grassland,50136.75849
65158,10 percent,Global,2085,CORE,Grassland,47776.03933
65159,100 percent,Global,2085,CORE,Grassland,44238.84198
65160,20 percent,Global,2085,CORE,Grassland,46635.34785
65161,30 percent,Global,2085,CORE,Grassland,45924.38471
65162,40 percent,Global,2085,CORE,Grassland,45443.18851
65163,50 percent,Global,2085,CORE,Grassland,45099.75587
65164,60 percent,Global,2085,CORE,Grassland,44843.16984
65165,70 percent,Global,2085,CORE,Grassland,44644.89125
65166,80 percent,Global,2085,CORE,Grassland,44484.16667
65167,90 percent,Global,2085,CORE,Grassland,44350.63483
65168,High Availability,Global,2085,CORE,Grassland,44444.75609
65169,Low Availability,Global,2085,CORE,Grassland,44477.80236
65170,0 percent,Global,2090,CORE,Grassland,50137.08963
65171,10 percent,Global,2090,CORE,Grassland,47787.63974
65172,100 percent,Global,2090,CORE,Grassland,44155.12202
65173,20 percent,Global,2090,CORE,Grassland,46630.98466
65174,30 percent,Global,2090,CORE,Grassland,45901.28661
65175,40 percent,Global,2090,CORE,Grassland,45402.98691
65176,50 percent,Global,2090,CORE,Grassland,45046.07719
65177,60 percent,Global,2090,CORE,Grassland,44778.74456
65178,70 percent,Global,2090,CORE,Grassland,44571.01963
65179,80 percent,Global,2090,CORE,Grassland,44404.89089
65180,90 percent,Global,2090,CORE,Grassland,44268.81452
65181,High Availability,Global,2090,CORE,Grassland,44360.54601
65182,Low Availability,Global,2090,CORE,Grassland,44395.72489
65183,0 percent,Global,2095,CORE,Grassland,50137.55283
65184,10 percent,Global,2095,CORE,Grassland,47810.08002
65185,100 percent,Global,2095,CORE,Grassland,44102.01594
65186,20 percent,Global,2095,CORE,Grassland,46645.00591
65187,30 percent,Global,2095,CORE,Grassland,45902.61699
65188,40 percent,Global,2095,CORE,Grassland,45391.11653
65189,50 percent,Global,2095,CORE,Grassland,45022.6658
65190,60 percent,Global,2095,CORE,Grassland,44746.23241
65191,70 percent,Global,2095,CORE,Grassland,44531.67644
65192,80 percent,Global,2095,CORE,Grassland,44360.54317
65193,90 percent,Global,2095,CORE,Grassland,44219.74147
65194,High Availability,Global,2095,CORE,Grassland,44313.61292
65195,Low Availability,Global,2095,CORE,Grassland,44351.50648
65196,0 percent,Global,2100,CORE,Grassland,50138.16889
65197,10 percent,Global,2100,CORE,Grassland,47841.5198
65198,100 percent,Global,2100,CORE,Grassland,44086.90076
65199,20 percent,Global,2100,CORE,Grassland,46673.72056
65200,30 percent,Global,2100,CORE,Grassland,45923.56623
65201,40 percent,Global,2100,CORE,Grassland,45403.89461
65202,50 percent,Global,2100,CORE,Grassland,45027.45235
65203,60 percent,Global,2100,CORE,Grassland,44745.07937
65204,70 percent,Global,2100,CORE,Grassland,44526.19503
65205,80 percent,Global,2100,CORE,Grassland,44350.31716
65206,90 percent,Global,2100,CORE,Grassland,44206.29484
65207,High Availability,Global,2100,CORE,Grassland,44299.15853
65208,Low Availability,Global,2100,CORE,Grassland,44339.4189
65209,0 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65210,10 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65211,100 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65212,20 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65213,30 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65214,40 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65215,50 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65216,60 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65217,70 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65218,80 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65219,90 percent,Global,1975,CORE,Grazed Pasture,1895.707828
65220,High Availability,Global,1975,CORE,Grazed Pasture,1895.707828
65221,Low Availability,Global,1975,CORE,Grazed Pasture,1895.707828
65222,0 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65223,10 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65224,100 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65225,20 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65226,30 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65227,40 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65228,50 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65229,60 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65230,70 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65231,80 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65232,90 percent,Global,1990,CORE,Grazed Pasture,1828.722117
65233,High Availability,Global,1990,CORE,Grazed Pasture,1828.722117
65234,Low Availability,Global,1990,CORE,Grazed Pasture,1828.722117
65235,0 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65236,10 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65237,100 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65238,20 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65239,30 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65240,40 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65241,50 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65242,60 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65243,70 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65244,80 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65245,90 percent,Global,2005,CORE,Grazed Pasture,2154.346852
65246,High Availability,Global,2005,CORE,Grazed Pasture,2154.346852
65247,Low Availability,Global,2005,CORE,Grazed Pasture,2154.346852
65248,0 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65249,10 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65250,100 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65251,20 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65252,30 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65253,40 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65254,50 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65255,60 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65256,70 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65257,80 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65258,90 percent,Global,2010,CORE,Grazed Pasture,2301.054838
65259,High Availability,Global,2010,CORE,Grazed Pasture,2301.054838
65260,Low Availability,Global,2010,CORE,Grazed Pasture,2301.054838
65261,0 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65262,10 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65263,100 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65264,20 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65265,30 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65266,40 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65267,50 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65268,60 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65269,70 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65270,80 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65271,90 percent,Global,2015,CORE,Grazed Pasture,2323.3174
65272,High Availability,Global,2015,CORE,Grazed Pasture,2323.3174
65273,Low Availability,Global,2015,CORE,Grazed Pasture,2323.3174
65274,0 percent,Global,2020,CORE,Grazed Pasture,2416.403983
65275,10 percent,Global,2020,CORE,Grazed Pasture,2509.612458
65276,100 percent,Global,2020,CORE,Grazed Pasture,2539.047291
65277,20 percent,Global,2020,CORE,Grazed Pasture,2524.562313
65278,30 percent,Global,2020,CORE,Grazed Pasture,2530.382234
65279,40 percent,Global,2020,CORE,Grazed Pasture,2533.427782
65280,50 percent,Global,2020,CORE,Grazed Pasture,2535.288271
65281,60 percent,Global,2020,CORE,Grazed Pasture,2536.537542
65282,70 percent,Global,2020,CORE,Grazed Pasture,2537.43371
65283,80 percent,Global,2020,CORE,Grazed Pasture,2538.105757
65284,90 percent,Global,2020,CORE,Grazed Pasture,2538.628858
65285,High Availability,Global,2020,CORE,Grazed Pasture,2528.474272
65286,Low Availability,Global,2020,CORE,Grazed Pasture,2528.19667
65287,0 percent,Global,2025,CORE,Grazed Pasture,2522.568025
65288,10 percent,Global,2025,CORE,Grazed Pasture,2730.528102
65289,100 percent,Global,2025,CORE,Grazed Pasture,2809.994525
65290,20 percent,Global,2025,CORE,Grazed Pasture,2769.735866
65291,30 percent,Global,2025,CORE,Grazed Pasture,2785.530465
65292,40 percent,Global,2025,CORE,Grazed Pasture,2793.945859
65293,50 percent,Global,2025,CORE,Grazed Pasture,2799.164631
65294,60 percent,Global,2025,CORE,Grazed Pasture,2802.709367
65295,70 percent,Global,2025,CORE,Grazed Pasture,2805.276337
65296,80 percent,Global,2025,CORE,Grazed Pasture,2807.22795
65297,90 percent,Global,2025,CORE,Grazed Pasture,2808.761901
65298,High Availability,Global,2025,CORE,Grazed Pasture,2785.878946
65299,Low Availability,Global,2025,CORE,Grazed Pasture,2785.198859
65300,0 percent,Global,2030,CORE,Grazed Pasture,2618.058621
65301,10 percent,Global,2030,CORE,Grazed Pasture,2938.449994
65302,100 percent,Global,2030,CORE,Grazed Pasture,3073.443462
65303,20 percent,Global,2030,CORE,Grazed Pasture,3003.965627
65304,30 percent,Global,2030,CORE,Grazed Pasture,3030.934954
65305,40 percent,Global,2030,CORE,Grazed Pasture,3045.490972
65306,50 percent,Global,2030,CORE,Grazed Pasture,3054.561748
65307,60 percent,Global,2030,CORE,Grazed Pasture,3060.738103
65308,70 percent,Global,2030,CORE,Grazed Pasture,3065.223601
65309,80 percent,Global,2030,CORE,Grazed Pasture,3068.626124
65310,90 percent,Global,2030,CORE,Grazed Pasture,3071.295766
65311,High Availability,Global,2030,CORE,Grazed Pasture,3038.306224
65312,Low Availability,Global,2030,CORE,Grazed Pasture,3037.030892
65313,0 percent,Global,2035,CORE,Grazed Pasture,2693.240859
65314,10 percent,Global,2035,CORE,Grazed Pasture,3118.791393
65315,100 percent,Global,2035,CORE,Grazed Pasture,3316.910703
65316,20 percent,Global,2035,CORE,Grazed Pasture,3214.20794
65317,30 percent,Global,2035,CORE,Grazed Pasture,3253.807851
65318,40 percent,Global,2035,CORE,Grazed Pasture,3275.297243
65319,50 percent,Global,2035,CORE,Grazed Pasture,3288.74158
65320,60 percent,Global,2035,CORE,Grazed Pasture,3297.940813
65321,70 percent,Global,2035,CORE,Grazed Pasture,3304.632269
65322,80 percent,Global,2035,CORE,Grazed Pasture,3309.709258
65323,90 percent,Global,2035,CORE,Grazed Pasture,3313.696834
65324,High Availability,Global,2035,CORE,Grazed Pasture,3271.992079
65325,Low Availability,Global,2035,CORE,Grazed Pasture,3269.992993
65326,0 percent,Global,2040,CORE,Grazed Pasture,2760.954839
65327,10 percent,Global,2040,CORE,Grazed Pasture,3282.303777
65328,100 percent,Global,2040,CORE,Grazed Pasture,3546.46572
65329,20 percent,Global,2040,CORE,Grazed Pasture,3409.601666
65330,30 percent,Global,2040,CORE,Grazed Pasture,3463.825407
65331,40 percent,Global,2040,CORE,Grazed Pasture,3493.424023
65332,50 percent,Global,2040,CORE,Grazed Pasture,3512.003714
65333,60 percent,Global,2040,CORE,Grazed Pasture,3524.747574
65334,70 percent,Global,2040,CORE,Grazed Pasture,3534.030616
65335,80 percent,Global,2040,CORE,Grazed Pasture,3541.095997
65336,90 percent,Global,2040,CORE,Grazed Pasture,3546.651088
65337,High Availability,Global,2040,CORE,Grazed Pasture,3497.393839
65338,Low Availability,Global,2040,CORE,Grazed Pasture,3492.719222
65339,0 percent,Global,2045,CORE,Grazed Pasture,2812.185757
65340,10 percent,Global,2045,CORE,Grazed Pasture,3424.802303
65341,100 percent,Global,2045,CORE,Grazed Pasture,3773.919633
65342,20 percent,Global,2045,CORE,Grazed Pasture,3587.506584
65343,30 percent,Global,2045,CORE,Grazed Pasture,3658.725394
65344,40 percent,Global,2045,CORE,Grazed Pasture,3697.747573
65345,50 percent,Global,2045,CORE,Grazed Pasture,3722.244804
65346,60 percent,Global,2045,CORE,Grazed Pasture,3739.03963
65347,70 percent,Global,2045,CORE,Grazed Pasture,3751.312648
65348,80 percent,Global,2045,CORE,Grazed Pasture,3760.646854
65349,90 percent,Global,2045,CORE,Grazed Pasture,3767.989997
65350,High Availability,Global,2045,CORE,Grazed Pasture,3711.963792
65351,Low Availability,Global,2045,CORE,Grazed Pasture,3707.969238
65352,0 percent,Global,2050,CORE,Grazed Pasture,2848.195118
65353,10 percent,Global,2050,CORE,Grazed Pasture,3546.874875
65354,100 percent,Global,2050,CORE,Grazed Pasture,3986.298346
65355,20 percent,Global,2050,CORE,Grazed Pasture,3748.559378
65356,30 percent,Global,2050,CORE,Grazed Pasture,3839.040277
65357,40 percent,Global,2050,CORE,Grazed Pasture,3889.135075
65358,50 percent,Global,2050,CORE,Grazed Pasture,3920.5308
65359,60 percent,Global,2050,CORE,Grazed Pasture,3942.020903
65360,70 percent,Global,2050,CORE,Grazed Pasture,3957.640542
65361,80 percent,Global,2050,CORE,Grazed Pasture,3969.498262
65362,90 percent,Global,2050,CORE,Grazed Pasture,3978.807357
65363,High Availability,Global,2050,CORE,Grazed Pasture,3917.077884
65364,Low Availability,Global,2050,CORE,Grazed Pasture,3911.826342
65365,0 percent,Global,2055,CORE,Grazed Pasture,2860.335556
65366,10 percent,Global,2055,CORE,Grazed Pasture,3642.183035
65367,100 percent,Global,2055,CORE,Grazed Pasture,4188.877746
65368,20 percent,Global,2055,CORE,Grazed Pasture,3887.683158
65369,30 percent,Global,2055,CORE,Grazed Pasture,4001.990686
65370,40 percent,Global,2055,CORE,Grazed Pasture,4065.680331
65371,50 percent,Global,2055,CORE,Grazed Pasture,4105.634894
65372,60 percent,Global,2055,CORE,Grazed Pasture,4132.91258
65373,70 percent,Global,2055,CORE,Grazed Pasture,4152.697048
65374,80 percent,Global,2055,CORE,Grazed Pasture,4167.675496
65375,90 percent,Global,2055,CORE,Grazed Pasture,4179.421146
65376,High Availability,Global,2055,CORE,Grazed Pasture,4112.389894
65377,Low Availability,Global,2055,CORE,Grazed Pasture,4105.460744
65378,0 percent,Global,2060,CORE,Grazed Pasture,2863.189415
65379,10 percent,Global,2060,CORE,Grazed Pasture,3722.5472
65380,100 percent,Global,2060,CORE,Grazed Pasture,4379.067644
65381,20 percent,Global,2060,CORE,Grazed Pasture,4009.849334
65382,30 percent,Global,2060,CORE,Grazed Pasture,4148.945227
65383,40 percent,Global,2060,CORE,Grazed Pasture,4227.508035
65384,50 percent,Global,2060,CORE,Grazed Pasture,4276.81894
65385,60 percent,Global,2060,CORE,Grazed Pasture,4310.419235
65386,70 percent,Global,2060,CORE,Grazed Pasture,4334.725815
65387,80 percent,Global,2060,CORE,Grazed Pasture,4353.113394
65388,90 percent,Global,2060,CORE,Grazed Pasture,4367.506857
65389,High Availability,Global,2060,CORE,Grazed Pasture,4295.972616
65390,Low Availability,Global,2060,CORE,Grazed Pasture,4287.208045
65391,0 percent,Global,2065,CORE,Grazed Pasture,2873.59663
65392,10 percent,Global,2065,CORE,Grazed Pasture,3780.906264
65393,100 percent,Global,2065,CORE,Grazed Pasture,4555.034898
65394,20 percent,Global,2065,CORE,Grazed Pasture,4112.699412
65395,30 percent,Global,2065,CORE,Grazed Pasture,4275.022427
65396,40 percent,Global,2065,CORE,Grazed Pasture,4370.860285
65397,50 percent,Global,2065,CORE,Grazed Pasture,4432.373689
65398,60 percent,Global,2065,CORE,Grazed Pasture,4472.809059
65399,70 percent,Global,2065,CORE,Grazed Pasture,4501.968738
65400,80 percent,Global,2065,CORE,Grazed Pasture,4523.979792
65401,90 percent,Global,2065,CORE,Grazed Pasture,4541.204211
65402,High Availability,Global,2065,CORE,Grazed Pasture,4465.704111
65403,Low Availability,Global,2065,CORE,Grazed Pasture,4454.946828
65404,0 percent,Global,2070,CORE,Grazed Pasture,2890.345548
65405,10 percent,Global,2070,CORE,Grazed Pasture,3812.440543
65406,100 percent,Global,2070,CORE,Grazed Pasture,4710.54167
65407,20 percent,Global,2070,CORE,Grazed Pasture,4185.846585
65408,30 percent,Global,2070,CORE,Grazed Pasture,4384.726165
65409,40 percent,Global,2070,CORE,Grazed Pasture,4498.190052
65410,50 percent,Global,2070,CORE,Grazed Pasture,4568.249772
65411,60 percent,Global,2070,CORE,Grazed Pasture,4616.191985
65412,70 percent,Global,2070,CORE,Grazed Pasture,4650.60232
65413,80 percent,Global,2070,CORE,Grazed Pasture,4675.728791
65414,90 percent,Global,2070,CORE,Grazed Pasture,4695.065496
65415,High Availability,Global,2070,CORE,Grazed Pasture,4617.013699
65416,Low Availability,Global,2070,CORE,Grazed Pasture,4604.674997
65417,0 percent,Global,2075,CORE,Grazed Pasture,2906.603591
65418,10 percent,Global,2075,CORE,Grazed Pasture,3849.798902
65419,100 percent,Global,2075,CORE,Grazed Pasture,4853.308063
65420,20 percent,Global,2075,CORE,Grazed Pasture,4231.026151
65421,30 percent,Global,2075,CORE,Grazed Pasture,4453.404914
65422,40 percent,Global,2075,CORE,Grazed Pasture,4588.323325
65423,50 percent,Global,2075,CORE,Grazed Pasture,4675.221228
65424,60 percent,Global,2075,CORE,Grazed Pasture,4734.896538
65425,70 percent,Global,2075,CORE,Grazed Pasture,4778.124366
65426,80 percent,Global,2075,CORE,Grazed Pasture,4810.7617
65427,90 percent,Global,2075,CORE,Grazed Pasture,4834.566364
65428,High Availability,Global,2075,CORE,Grazed Pasture,4752.839011
65429,Low Availability,Global,2075,CORE,Grazed Pasture,4736.2161
65430,0 percent,Global,2080,CORE,Grazed Pasture,2919.254426
65431,10 percent,Global,2080,CORE,Grazed Pasture,3875.04868
65432,100 percent,Global,2080,CORE,Grazed Pasture,4957.433703
65433,20 percent,Global,2080,CORE,Grazed Pasture,4278.466761
65434,30 percent,Global,2080,CORE,Grazed Pasture,4508.946827
65435,40 percent,Global,2080,CORE,Grazed Pasture,4650.397445
65436,50 percent,Global,2080,CORE,Grazed Pasture,4748.300607
65437,60 percent,Global,2080,CORE,Grazed Pasture,4817.103705
65438,70 percent,Global,2080,CORE,Grazed Pasture,4866.929533
65439,80 percent,Global,2080,CORE,Grazed Pasture,4904.549842
65440,90 percent,Global,2080,CORE,Grazed Pasture,4933.91478
65441,High Availability,Global,2080,CORE,Grazed Pasture,4848.343972
65442,Low Availability,Global,2080,CORE,Grazed Pasture,4828.882766
65443,0 percent,Global,2085,CORE,Grazed Pasture,2930.819491
65444,10 percent,Global,2085,CORE,Grazed Pasture,3890.55274
65445,100 percent,Global,2085,CORE,Grazed Pasture,5034.299539
65446,20 percent,Global,2085,CORE,Grazed Pasture,4311.125066
65447,30 percent,Global,2085,CORE,Grazed Pasture,4559.439388
65448,40 percent,Global,2085,CORE,Grazed Pasture,4714.043344
65449,50 percent,Global,2085,CORE,Grazed Pasture,4815.074762
65450,60 percent,Global,2085,CORE,Grazed Pasture,4885.075516
65451,70 percent,Global,2085,CORE,Grazed Pasture,4935.413796
65452,80 percent,Global,2085,CORE,Grazed Pasture,4974.660084
65453,90 percent,Global,2085,CORE,Grazed Pasture,5007.527534
65454,High Availability,Global,2085,CORE,Grazed Pasture,4920.635489
65455,Low Availability,Global,2085,CORE,Grazed Pasture,4899.53867
65456,0 percent,Global,2090,CORE,Grazed Pasture,2941.674434
65457,10 percent,Global,2090,CORE,Grazed Pasture,3899.232493
65458,100 percent,Global,2090,CORE,Grazed Pasture,5103.776782
65459,20 percent,Global,2090,CORE,Grazed Pasture,4332.269932
65460,30 percent,Global,2090,CORE,Grazed Pasture,4595.500618
65461,40 percent,Global,2090,CORE,Grazed Pasture,4762.613232
65462,50 percent,Global,2090,CORE,Grazed Pasture,4872.734451
65463,60 percent,Global,2090,CORE,Grazed Pasture,4948.8008
65464,70 percent,Global,2090,CORE,Grazed Pasture,5003.839638
65465,80 percent,Global,2090,CORE,Grazed Pasture,5045.435116
65466,90 percent,Global,2090,CORE,Grazed Pasture,5078.083846
65467,High Availability,Global,2090,CORE,Grazed Pasture,4992.960758
65468,Low Availability,Global,2090,CORE,Grazed Pasture,4970.833153
65469,0 percent,Global,2095,CORE,Grazed Pasture,2953.618333
65470,10 percent,Global,2095,CORE,Grazed Pasture,3903.455385
65471,100 percent,Global,2095,CORE,Grazed Pasture,5164.333766
65472,20 percent,Global,2095,CORE,Grazed Pasture,4344.307291
65473,30 percent,Global,2095,CORE,Grazed Pasture,4619.359802
65474,40 percent,Global,2095,CORE,Grazed Pasture,4797.133847
65475,50 percent,Global,2095,CORE,Grazed Pasture,4915.466731
65476,60 percent,Global,2095,CORE,Grazed Pasture,4997.579721
65477,70 percent,Global,2095,CORE,Grazed Pasture,5057.064187
65478,80 percent,Global,2095,CORE,Grazed Pasture,5101.837628
65479,90 percent,Global,2095,CORE,Grazed Pasture,5136.604069
65480,High Availability,Global,2095,CORE,Grazed Pasture,5050.719324
65481,Low Availability,Global,2095,CORE,Grazed Pasture,5026.99133
65482,0 percent,Global,2100,CORE,Grazed Pasture,2965.493291
65483,10 percent,Global,2100,CORE,Grazed Pasture,3902.500058
65484,100 percent,Global,2100,CORE,Grazed Pasture,5207.963915
65485,20 percent,Global,2100,CORE,Grazed Pasture,4347.937523
65486,30 percent,Global,2100,CORE,Grazed Pasture,4631.62137
65487,40 percent,Global,2100,CORE,Grazed Pasture,4817.928736
65488,50 percent,Global,2100,CORE,Grazed Pasture,4943.137058
65489,60 percent,Global,2100,CORE,Grazed Pasture,5030.404583
65490,70 percent,Global,2100,CORE,Grazed Pasture,5093.739999
65491,80 percent,Global,2100,CORE,Grazed Pasture,5141.391837
65492,90 percent,Global,2100,CORE,Grazed Pasture,5178.435753
65493,High Availability,Global,2100,CORE,Grazed Pasture,5092.148549
65494,Low Availability,Global,2100,CORE,Grazed Pasture,5066.670881
65495,0 percent,Global,1975,CORE,Shrubland,12037.34004
65496,10 percent,Global,1975,CORE,Shrubland,12037.34681
65497,100 percent,Global,1975,CORE,Shrubland,12037.34507
65498,20 percent,Global,1975,CORE,Shrubland,12037.34457
65499,30 percent,Global,1975,CORE,Shrubland,12037.34386
65500,40 percent,Global,1975,CORE,Shrubland,12037.34261
65501,50 percent,Global,1975,CORE,Shrubland,12037.34007
65502,60 percent,Global,1975,CORE,Shrubland,12037.3432
65503,70 percent,Global,1975,CORE,Shrubland,12037.34161
65504,80 percent,Global,1975,CORE,Shrubland,12037.34109
65505,90 percent,Global,1975,CORE,Shrubland,12037.34677
65506,High Availability,Global,1975,CORE,Shrubland,12037.34308
65507,Low Availability,Global,1975,CORE,Shrubland,12037.34415
65508,0 percent,Global,1990,CORE,Shrubland,11811.85357
65509,10 percent,Global,1990,CORE,Shrubland,11811.85497
65510,100 percent,Global,1990,CORE,Shrubland,11811.84931
65511,20 percent,Global,1990,CORE,Shrubland,11811.85709
65512,30 percent,Global,1990,CORE,Shrubland,11811.84499
65513,40 percent,Global,1990,CORE,Shrubland,11811.84947
65514,50 percent,Global,1990,CORE,Shrubland,11811.85153
65515,60 percent,Global,1990,CORE,Shrubland,11811.85279
65516,70 percent,Global,1990,CORE,Shrubland,11811.84664
65517,80 percent,Global,1990,CORE,Shrubland,11811.84468
65518,90 percent,Global,1990,CORE,Shrubland,11811.85352
65519,High Availability,Global,1990,CORE,Shrubland,11811.84874
65520,Low Availability,Global,1990,CORE,Shrubland,11811.85066
65521,0 percent,Global,2005,CORE,Shrubland,11780.39155
65522,10 percent,Global,2005,CORE,Shrubland,11780.39476
65523,100 percent,Global,2005,CORE,Shrubland,11780.39534
65524,20 percent,Global,2005,CORE,Shrubland,11780.39459
65525,30 percent,Global,2005,CORE,Shrubland,11780.39863
65526,40 percent,Global,2005,CORE,Shrubland,11780.39648
65527,50 percent,Global,2005,CORE,Shrubland,11780.39378
65528,60 percent,Global,2005,CORE,Shrubland,11780.39644
65529,70 percent,Global,2005,CORE,Shrubland,11780.3907
65530,80 percent,Global,2005,CORE,Shrubland,11780.39365
65531,90 percent,Global,2005,CORE,Shrubland,11780.39739
65532,High Availability,Global,2005,CORE,Shrubland,11780.397
65533,Low Availability,Global,2005,CORE,Shrubland,11780.39254
65534,0 percent,Global,2010,CORE,Shrubland,11755.08122
65535,10 percent,Global,2010,CORE,Shrubland,11755.08481
65536,100 percent,Global,2010,CORE,Shrubland,11755.08181
65537,20 percent,Global,2010,CORE,Shrubland,11755.08468
65538,30 percent,Global,2010,CORE,Shrubland,11755.08673
65539,40 percent,Global,2010,CORE,Shrubland,11755.08783
65540,50 percent,Global,2010,CORE,Shrubland,11755.08539
65541,60 percent,Global,2010,CORE,Shrubland,11755.08583
65542,70 percent,Global,2010,CORE,Shrubland,11755.08851
65543,80 percent,Global,2010,CORE,Shrubland,11755.09101
65544,90 percent,Global,2010,CORE,Shrubland,11755.0818
65545,High Availability,Global,2010,CORE,Shrubland,11755.08585
65546,Low Availability,Global,2010,CORE,Shrubland,11755.08189
65547,0 percent,Global,2015,CORE,Shrubland,11811.36894
65548,10 percent,Global,2015,CORE,Shrubland,11811.37214
65549,100 percent,Global,2015,CORE,Shrubland,11811.36942
65550,20 percent,Global,2015,CORE,Shrubland,11811.37316
65551,30 percent,Global,2015,CORE,Shrubland,11811.36524
65552,40 percent,Global,2015,CORE,Shrubland,11811.36874
65553,50 percent,Global,2015,CORE,Shrubland,11811.36553
65554,60 percent,Global,2015,CORE,Shrubland,11811.36874
65555,70 percent,Global,2015,CORE,Shrubland,11811.36524
65556,80 percent,Global,2015,CORE,Shrubland,11811.37316
65557,90 percent,Global,2015,CORE,Shrubland,11811.37214
65558,High Availability,Global,2015,CORE,Shrubland,11811.37067
65559,Low Availability,Global,2015,CORE,Shrubland,11811.36713
65560,0 percent,Global,2020,CORE,Shrubland,11810.12763
65561,10 percent,Global,2020,CORE,Shrubland,11780.67936
65562,100 percent,Global,2020,CORE,Shrubland,11763.817
65563,20 percent,Global,2020,CORE,Shrubland,11774.38728
65564,30 percent,Global,2020,CORE,Shrubland,11771.13305
65565,40 percent,Global,2020,CORE,Shrubland,11769.05103
65566,50 percent,Global,2020,CORE,Shrubland,11767.56678
65567,60 percent,Global,2020,CORE,Shrubland,11766.45012
65568,70 percent,Global,2020,CORE,Shrubland,11765.57412
65569,80 percent,Global,2020,CORE,Shrubland,11764.87006
65570,90 percent,Global,2020,CORE,Shrubland,11764.29461
65571,High Availability,Global,2020,CORE,Shrubland,11770.20397
65572,Low Availability,Global,2020,CORE,Shrubland,11772.08642
65573,0 percent,Global,2025,CORE,Shrubland,11808.64432
65574,10 percent,Global,2025,CORE,Shrubland,11736.35808
65575,100 percent,Global,2025,CORE,Shrubland,11686.45178
65576,20 percent,Global,2025,CORE,Shrubland,11719.22034
65577,30 percent,Global,2025,CORE,Shrubland,11710.0005
65578,40 percent,Global,2025,CORE,Shrubland,11703.8751
65579,50 percent,Global,2025,CORE,Shrubland,11699.33796
65580,60 percent,Global,2025,CORE,Shrubland,11695.77698
65581,70 percent,Global,2025,CORE,Shrubland,11692.8596
